0,0,0
0,0.02,0
0,0.04,0
0,0.06,0
0,0.08,0
0,0.1,0
0,0.12,0
0,0.14,0
0,0.16,0
0,0.18,0
0,0.2,0
0,0.22,0
0,0.24,0
0,0.26,0
0,0.28,0
0,0.3,0
0,0.32,0
0,0.34,0
0,0.36,0
0,0.38,0
0,0.4,0
0,0.42,0
0,0.44,0
0,0.46,0
0,0.48,0
0,0.5,0
0,0.52,0
0,0.54,0
0,0.56,0
0,0.58,0
0,0.6,0
0,0.62,0
0,0.64,0
0,0.66,0
0,0.68,0
0,0.7,0
0,0.72,0
0,0.74,0
0,0.76,0
0,0.78,0
0,0.8,0
0,0.82,0
0,0.84,0
0,0.86,0
0,0.88,0
0,0.9,0
0,0.92,0
0,0.94,0
0,0.96,0
0,0.98,0
0,1,0
0.04,0,0
0.04,0.02,-0.00259489
0.04,0.04,-0.00462478
0.04,0.06,-0.00625488
0.04,0.08,-0.0075889
0.04,0.1,-0.00869541
0.04,0.12,-0.00962205
0.04,0.14,-0.0104033
0.04,0.16,-0.011065
0.04,0.18,-0.0116273
0.04,0.2,-0.0121059
0.04,0.22,-0.0125136
0.04,0.24,-0.0128608
0.04,0.26,-0.0131561
0.04,0.28,-0.0134068
0.04,0.3,-0.0136188
0.04,0.32,-0.013797
0.04,0.34,-0.0139458
0.04,0.36,-0.0140686
0.04,0.38,-0.0141683
0.04,0.4,-0.0142471
0.04,0.42,-0.0143071
0.04,0.44,-0.0143495
0.04,0.46,-0.0143753
0.04,0.48,-0.0143853
0.04,0.5,-0.0143798
0.04,0.52,-0.0143586
0.04,0.54,-0.0143215
0.04,0.56,-0.0142676
0.04,0.58,-0.0141962
0.04,0.6,-0.0141057
0.04,0.62,-0.0139946
0.04,0.64,-0.0138608
0.04,0.66,-0.0137019
0.04,0.68,-0.0135151
0.04,0.7,-0.0132971
0.04,0.72,-0.0130441
0.04,0.74,-0.0127515
0.04,0.76,-0.0124141
0.04,0.78,-0.0120259
0.04,0.8,-0.0115796
0.04,0.82,-0.0110666
0.04,0.84,-0.0104762
0.04,0.86,-0.00979558
0.04,0.88,-0.00900812
0.04,0.9,-0.00809246
0.04,0.92,-0.00701986
0.04,0.94,-0.00575026
0.04,0.96,-0.00422538
0.04,0.98,-0.00235623
0.04,1,0
0.08,0,0
0.08,0.02,-0.00413414
0.08,0.04,-0.00757207
0.08,0.06,-0.0104459
0.08,0.08,-0.0128612
0.08,0.1,-0.0149006
0.08,0.12,-0.0166295
0.08,0.14,-0.0180996
0.08,0.16,-0.0193523
0.08,0.18,-0.0204213
0.08,0.2,-0.021334
0.08,0.22,-0.0221133
0.08,0.24,-0.022778
0.08,0.26,-0.0233442
0.08,0.28,-0.0238251
0.08,0.3,-0.0242321
0.08,0.32,-0.0245746
0.08,0.34,-0.0248606
0.08,0.36,-0.0250967
0.08,0.38,-0.0252886
0.08,0.4,-0.0254406
0.08,0.42,-0.0255563
0.08,0.44,-0.0256384
0.08,0.46,-0.0256889
0.08,0.48,-0.025709
0.08,0.5,-0.0256993
0.08,0.52,-0.0256596
0.08,0.54,-0.0255893
0.08,0.56,-0.025487
0.08,0.58,-0.0253508
0.08,0.6,-0.025178
0.08,0.62,-0.0249655
0.08,0.64,-0.0247093
0.08,0.66,-0.0244049
0.08,0.68,-0.0240467
0.08,0.7,-0.0236284
0.08,0.72,-0.0231429
0.08,0.74,-0.0225817
0.08,0.76,-0.021935
0.08,0.78,-0.0211916
0.08,0.8,-0.0203384
0.08,0.82,-0.0193597
0.08,0.84,-0.0182374
0.08,0.86,-0.0169493
0.08,0.88,-0.0154689
0.08,0.9,-0.0137634
0.08,0.92,-0.0117921
0.08,0.94,-0.00950362
0.08,0.96,-0.00683324
0.08,0.98,-0.00369907
0.08,1,0
0.12,0,0
0.12,0.02,-0.00510404
