0,0,0
0,0.02,0
0,0.04,0
0,0.06,0
0,0.08,0
0,0.1,0
0,0.12,0
0,0.14,0
0,0.16,0
0,0.18,0
0,0.2,0
0,0.22,0
0,0.24,0
0,0.26,0
0,0.28,0
0,0.3,0
0,0.32,0
0,0.34,0
0,0.36,0
0,0.38,0
0,0.4,0
0,0.42,0
0,0.44,0
0,0.46,0
0,0.48,0
0,0.5,0
0,0.52,0
0,0.54,0
0,0.56,0
0,0.58,0
0,0.6,0
0,0.62,0
0,0.64,0
0,0.66,0
0,0.68,0
0,0.7,0
0,0.72,0
0,0.74,0
0,0.76,0
0,0.78,0
0,0.8,0
0,0.82,0
0,0.84,0
0,0.86,0
0,0.88,0
0,0.9,0
0,0.92,0
0,0.94,0
0,0.96,0
0,0.98,0
0,1,0
0.02,0,0
0.02,0.02,-0.00184671
0.02,0.04,-0.00329342
0.02,0.06,-0.00449825
0.02,0.08,-0.00553556
0.02,0.1,-0.00644605
0.02,0.12,-0.0072548
0.02,0.14,-0.00797864
0.02,0.16,-0.00862962
0.02,0.18,-0.00921675
0.02,0.2,-0.00974703
0.02,0.22,-0.010226
0.02,0.24,-0.0106582
0.02,0.26,-0.0110472
0.02,0.28,-0.0113962
0.02,0.3,-0.0117078
0.02,0.32,-0.0119842
0.02,0.34,-0.0122271
0.02,0.36,-0.0124382
0.02,0.38,-0.0126187
0.02,0.4,-0.0127697
0.02,0.42,-0.0128921
0.02,0.44,-0.0129866
0.02,0.46,-0.0130537
0.02,0.48,-0.0130938
0.02,0.5,-0.0131072
0.02,0.52,-0.0130938
0.02,0.54,-0.0130537
0.02,0.56,-0.0129866
0.02,0.58,-0.0128921
0.02,0.6,-0.0127697
0.02,0.62,-0.0126187
0.02,0.64,-0.0124382
0.02,0.66,-0.0122271
0.02,0.68,-0.0119842
0.02,0.7,-0.0117078
0.02,0.72,-0.0113962
0.02,0.74,-0.0110472
0.02,0.76,-0.0106582
0.02,0.78,-0.010226
0.02,0.8,-0.00974703
0.02,0.82,-0.00921675
0.02,0.84,-0.00862962
0.02,0.86,-0.00797864
0.02,0.88,-0.0072548
0.02,0.9,-0.00644605
0.02,0.92,-0.00553556
0.02,0.94,-0.00449825
0.02,0.96,-0.00329342
0.02,0.98,-0.00184671
0.02,1,0
0.04,0,0
0.04,0.02,-0.00329342
0.04,0.04,-0.00602872
0.04,0.06,-0.00836403
0.04,0.08,-0.0103979
0.04,0.1,-0.0121939
0.04,0.12,-0.0137945
0.04,0.14,-0.0152301
0.04,0.16,-0.0165231
0.04,0.18,-0.0176904
0.04,0.2,-0.0187454
0.04,0.22,-0.0196988
0.04,0.24,-0.0205594
0.04,0.26,-0.0213344
0.04,0.28,-0.0220299
0.04,0.3,-0.022651
0.04,0.32,-0.0232018
0.04,0.34,-0.0236861
0.04,0.36,-0.0241069
0.04,0.38,-0.0244668
0.04,0.4,-0.024768
0.04,0.42,-0.0250121
0.04,0.44,-0.0252006
0.04,0.46,-0.0253344
0.04,0.48,-0.0254145
0.04,0.5,-0.0254411
0.04,0.52,-0.0254145
0.04,0.54,-0.0253344
0.04,0.56,-0.0252006
0.04,0.58,-0.0250121
0.04,0.6,-0.024768
0.04,0.62,-0.0244668
0.04,0.64,-0.0241069
0.04,0.66,-0.0236861
0.04,0.68,-0.0232018
0.04,0.7,-0.022651
0.04,0.72,-0.0220299
0.04,0.74,-0.0213344
0.04,0.76,-0.0205594
0.04,0.78,-0.0196988
0.04,0.8,-0.0187454
0.04,0.82,-0.0176904
0.04,0.84,-0.0165231
0.04,0.86,-0.0152301
0.04,0.88,-0.0137945
0.04,0.9,-0.0121939
0.04,0.92,-0.0103979
0.04,0.94,-0.00836403
0.04,0.96,-0.00602872
0.04,0.98,-0.00329342
0.04,1,0
0.06,0,0
0.06,0.02,-0.00449825
